,Код ЕСР,Краткое наименование,Полное наименование,Регион,ЖД
6233,94190,ДОМНА,ДОМНА,Забайкальский край,Забайкальская
6234,94200,ЧЕРНОВСКАЯ,ЧЕРНОВСКАЯ,Забайкальский край,Забайкальская
6235,94210,КАДАЛА,КАДАЛА,Забайкальский край,Забайкальская
6236,94230,АНТИПИХА,АНТИПИХА,Забайкальский край,Забайкальская
6237,94250,АТАМАНОВКА,АТАМАНОВКА,Забайкальский край,Забайкальская
6238,94260,КРУЧИНА,КРУЧИНА,Забайкальский край,Забайкальская
6239,94270,НОВАЯ,НОВАЯ,Забайкальский край,Забайкальская
6240,94280,МАККАВЕЕВО,МАККАВЕЕВО,Забайкальский край,Забайкальская
6241,94290,ДАРАСУН,ДАРАСУН,Забайкальский край,Забайкальская
6242,94310,КАРЫМСКАЯ,КАРЫМСКАЯ,Забайкальский край,Забайкальская
6243,94330,АДРИАНОВКА,АДРИАНОВКА,Забайкальский край,Забайкальская
6244,94340,МОГОЙТУЙ,МОГОЙТУЙ,Забайкальский край,Забайкальская
6245,94350,АГА,АГА,Забайкальский край,Забайкальская
6246,94370,РЗД № 71,РАЗЪЕЗД № 71,Забайкальский край,Забайкальская
6247,94380,СТЕПЬ,СТЕПЬ,Забайкальский край,Забайкальская
6248,94390,ОЛОВЯННАЯ,ОЛОВЯННАЯ,Забайкальский край,Забайкальская
6249,94400,ЯСНОГОР-ЗАБ,ЯСНОГОРСК-ЗАБАЙКАЛЬСКИЙ,Забайкальский край,Забайкальская
6250,94410,ЯСНАЯ,ЯСНАЯ,Забайкальский край,Забайкальская
6251,94420,БЫРКА,БЫРКА,Забайкальский край,Забайкальская
6252,94440,БЕЗРЕЧНАЯ,БЕЗРЕЧНАЯ,Забайкальский край,Забайкальская
6253,94460,ШАХТЕРСКАЯ,ШАХТЕРСКАЯ,Забайкальский край,Забайкальская
6254,94470,БОРЗЯ,БОРЗЯ,Забайкальский край,Забайкальская
6255,94490,СОЛОВЬЕВСК,СОЛОВЬЕВСК,Забайкальский край,Забайкальская
6256,94500,СОЛОВЬЕВСК-Э-М,СОЛОВЬЕВСК (ЭКСП.),Забайкальский край,Забайкальская
6257,94540,ХАРАНОР,ХАРАНОР,Забайкальский край,Забайкальская
6258,94580,МАРГУЦЕК,МАРГУЦЕК,Забайкальский край,Забайкальская
6259,94590,УРУЛЮНГУЙ,УРУЛЮНГУЙ,Забайкальский край,Забайкальская
6260,94600,ДОСАТУЙ,ДОСАТУЙ,Забайкальский край,Забайкальская
6261,94610,ПРИАРГУНСК,ПРИАРГУНСК,Забайкальский край,Забайкальская
6262,94620,КРАСНОКАМЕНСК,КРАСНОКАМЕНСК,Забайкальский край,Забайкальская
6263,94660,ДАУРИЯ,ДАУРИЯ,Забайкальский край,Забайкальская
6264,94670,БИЛЮТУЙ,БИЛЮТУЙ,Забайкальский край,Забайкальская
6265,94680,ЗАБАЙКАЛЬСК,ЗАБАЙКАЛЬСК,Забайкальский край,Забайкальская
6266,94690,ЗАБАЙКАЛЬСК-Э-В,ЗАБАЙКАЛЬСК-Э (ВЬЕТНАМ),Забайкальский край,Забайкальская
6267,94700,ЗАБАЙКАЛЬСК-Э-КИ,ЗАБАЙКАЛЬСК-Э (КИТАЙ),Забайкальский край,Забайкальская
6268,94710,ЗАБАЙКАЛЬСК-Э-КО,ЗАБАЙКАЛЬСК-Э (КОРЕЯ),Забайкальский край,Забайкальская
6269,94750,УРУЛЬГА,УРУЛЬГА,Забайкальский край,Забайкальская
6270,94770,СОЛНЦЕВАЯ,СОЛНЦЕВАЯ,Забайкальский край,Забайкальская
6271,94780,КАЗАНОВО,КАЗАНОВО,Забайкальский край,Забайкальская
6272,94790,ШИЛКА-ТОВ,ШИЛКА-ТОВАРНАЯ,Забайкальский край,Забайкальская
6273,94810,ПРИИСКОВАЯ,ПРИИСКОВАЯ,Забайкальский край,Забайкальская
6274,94830,НЕРЧИНСК,НЕРЧИНСК,Забайкальский край,Забайкальская
6275,94870,СРЕТЕНСК,СРЕТЕНСК,Забайкальский край,Забайкальская
6276,94910,ЧЕРНЫШЕВСК-ЗАБ,ЧЕРНЫШЕВСК-ЗАБАЙКАЛЬСКИЙ,Забайкальский край,Забайкальская
6277,94930,БУКАЧАЧА,БУКАЧАЧА,Забайкальский край,Забайкальская
6278,94950,ЖИРЕКЕН,ЖИРЕКЕН,Забайкальский край,Забайкальская
6279,94960,ЗИЛОВО,ЗИЛОВО,Забайкальский край,Забайкальская
6280,95000,БЕЛОГОРСК,БЕЛОГОРСК,Амурская область,Забайкальская
6281,95010,БЕЛОГОРСК II,БЕЛОГОРСК II,Амурская область,Забайкальская
6282,95040,УРЮМ,УРЮМ,Забайкальский край,Забайкальская
6283,95050,СБЕГА,СБЕГА,Забайкальский край,Забайкальская
6284,95060,КСЕНЬЕВСКАЯ,КСЕНЬЕВСКАЯ,Забайкальский край,Забайкальская
6285,95070,КИСЛЫЙ КЛЮЧ,КИСЛЫЙ КЛЮЧ,Забайкальский край,Забайкальская
6286,95080,МОГОЧА,МОГОЧА,Забайкальский край,Забайкальская
6287,95090,ТАПТУГАРЫ,ТАПТУГАРЫ,Забайкальский край,Забайкальская
6288,95100,СЕМИОЗЕРНЫЙ,СЕМИОЗЕРНЫЙ,Забайкальский край,Забайкальская
6289,95110,АМАЗАР,АМАЗАР,Забайкальский край,Забайкальская
6290,95120,ЕРОФЕЙ ПАВЛ,ЕРОФЕЙ ПАВЛОВИЧ,Амурская область,Забайкальская
6291,95130,УРУША,УРУША,Амурская область,Забайкальская
6292,95140,МАДАЛАН,МАДАЛАН,Амурская область,Забайкальская
6293,95150,ТАХТАМЫГДА,ТАХТАМЫГДА,Амурская область,Забайкальская
6294,95160,БАМОВСКАЯ,БАМОВСКАЯ,Амурская область,Забайкальская
6295,95170,СКОВОРОДИНО,СКОВОРОДИНО,Амурская область,Забайкальская
6296,95210,БОЛ НЕВЕР,БОЛЬШОЙ НЕВЕР,Амурская область,Забайкальская
6297,95220,ТАЛДАН,ТАЛДАН,Амурская область,Забайкальская
6298,95230,ГУДАЧИ,ГУДАЧИ,Амурская область,Забайкальская
6299,95240,ГОНЖА,ГОНЖА,Амурская область,Забайкальская
6300,95250,МАГДАГАЧИ,МАГДАГАЧИ,Амурская область,Забайкальская
6301,95260,ДАКТУЙ,ДАКТУЙ,Амурская область,Забайкальская
6302,95270,ТЫГДА,ТЫГДА,Амурская область,Забайкальская
6303,95280,ЧАЛГАНЫ,ЧАЛГАНЫ,Амурская область,Забайкальская
6304,95290,УШУМУН,УШУМУН,Амурская область,Забайкальская
6305,95300,СИВАКИ,СИВАКИ,Амурская область,Забайкальская
6306,95310,МУХИНСКАЯ,МУХИНСКАЯ,Амурская область,Забайкальская
6307,95320,ШИМАНОВСКАЯ,ШИМАНОВСКАЯ,Амурская область,Забайкальская
6308,95330,ЛЕДЯНАЯ,ЛЕДЯНАЯ,Амурская область,Забайкальская
6309,95350,УСТЬ-ПЕРА,УСТЬ-ПЕРА,Амурская область,Забайкальская
6310,95370,МИХАЙЛО-ЧЕСН,МИХАЙЛО-ЧЕСНОКОВСКАЯ,Амурская область,Забайкальская
6311,95380,МИХАЙЛ-ЧЕСН-ПЕР,МИХАЙЛО-ЧЕСНОКОВСКАЯ (ПЕРЕВ.),Амурская область,Забайкальская
6312,95400,АРГА,АРГА,Амурская область,Забайкальская
6313,95410,СЕРЫШЕВО,СЕРЫШЕВО,Амурская область,Забайкальская
6314,95420,ТОМИЧИ,ТОМИЧИ,Амурская область,Забайкальская
6315,95430,СРЕДНЕБЕЛАЯ,СРЕДНЕБЕЛАЯ,Амурская область,Забайкальская
6316,95440,БЕРЕЗОВ-ВОСТ,БЕРЕЗОВСКИЙ-ВОСТОЧНЫЙ,Амурская область,Забайкальская
6317,95450,ПРИЗЕЙСКАЯ,ПРИЗЕЙСКАЯ,Амурская область,Забайкальская
6318,95460,МОХОВАЯ ПАДЬ,МОХОВАЯ ПАДЬ,Амурская область,Забайкальская
6319,95470,БЛАГОВЕЩЕНСК,БЛАГОВЕЩЕНСК,Амурская область,Забайкальская
6320,95480,БЛАГОВЕЩ-ПЕР,БЛАГОВЕЩЕНСК (ПЕРЕВ. ),Амурская область,Забайкальская
6321,95490,БЛАГОВЕЩ-Э,БЛАГОВЕЩЕНСК (ЭКСП.),Амурская область,Забайкальская
6322,95520,ВОЗЖАЕВКА,ВОЗЖАЕВКА,Амурская область,Забайкальская
6323,95530,ПОЗДЕЕВКА,ПОЗДЕЕВКА,Амурская область,Забайкальская
6324,95540,ЕКАТЕРИНОСЛАВКА,ЕКАТЕРИНОСЛАВКА,Амурская область,Забайкальская
6325,95560,ЗАВИТАЯ,ЗАВИТАЯ,Амурская область,Забайкальская
6326,95600,ПОЯРКОВО,ПОЯРКОВО,Амурская область,Забайкальская
6327,95610,ПОЯРКОВО-ПЕР,ПОЯРКОВО (ПЕРЕВ.),Амурская область,Забайкальская
6328,95630,БУРЕЯ,БУРЕЯ,Амурская область,Забайкальская
6329,95650,АМУРСКАЯ,АМУРСКАЯ,Амурская область,Забайкальская
6330,95670,ХОЛОД КЛЮЧ,ХОЛОДНЫЙ КЛЮЧ,Амурская область,Забайкальская
6331,96000,КОМС-СОРТ,КОМСОМОЛЬСК-СОРТИРОВОЧНЫЙ,Хабаровский край,Дальневосточная
6332,96010,КОМСОМЛ-НА-АМУРЕ,КОМСОМОЛЬСК-НА-АМУРЕ,Хабаровский край,Дальневосточная
6333,96030,КОМСОМЛ-Н/А-ПЕР,КОМСОМОЛЬСК-НА-АМУРЕ-ПЕРЕВАЛКА,Хабаровский край,Дальневосточная
6334,96060,АРХАРА,АРХАРА,Амурская область,Дальневосточная
6335,96070,ТАТАКАН,ТАТАКАН,Амурская область,Дальневосточная
6336,96080,БОГУЧАН,БОГУЧАН,Амурская область,Дальневосточная
6337,96090,УРИЛ,УРИЛ,Амурская область,Дальневосточная
6338,96100,ТАРМАНЧУКАН,ТАРМАНЧУКАН,Амурская область,Дальневосточная
6339,96110,КУНДУР-ХАБ,КУНДУР-ХАБАРОВСКИЙ,Амурская область,Дальневосточная
6340,96130,ЯДРИН,ЯДРИН,Амурская область,Дальневосточная
6341,96140,ОБЛУЧЬЕ,ОБЛУЧЬЕ,Еврейская автономная область,Дальневосточная
6342,96160,ИЗВЕСТКОВАЯ,ИЗВЕСТКОВАЯ,Еврейская автономная область,Дальневосточная
6343,96200,БИРАКАН,БИРАКАН,Еврейская автономная область,Дальневосточная
6344,96210,ТЕПЛОЕ ОЗЕРО,ТЕПЛОЕ ОЗЕРО,Еврейская автономная область,Дальневосточная
6345,96220,ИЗВЕСТКОВ З-Д,ИЗВЕСТКОВЫЙ ЗАВОД,Еврейская автономная область,Дальневосточная
6346,96250,БИРА,БИРА,Еврейская автономная область,Дальневосточная
6347,96280,БИРОБИДЖАН I,БИРОБИДЖАН I,Еврейская автономная область,Дальневосточная
6348,96290,БИРОФЕЛЬД,БИРОФЕЛЬД,Еврейская автономная область,Дальневосточная
6349,96300,БИРОБИДЖАН II,БИРОБИДЖАН II,Еврейская автономная область,Дальневосточная
6350,96310,УНГУН,УНГУН,Еврейская автономная область,Дальневосточная
6351,96320,ЛЕНИНСК,ЛЕНИНСК,Еврейская автономная область,Дальневосточная
6352,96330,АУР,АУР,Еврейская автономная область,Дальневосточная
6353,96340,ИН,ИН,Еврейская автономная область,Дальневосточная
6354,96350,ВОЛОЧАЕВКА I,ВОЛОЧАЕВКА I,Еврейская автономная область,Дальневосточная
6355,96380,ВОЛОЧАЕВКА 2,ВОЛОЧАЕВКА II,Еврейская автономная область,Дальневосточная
6356,96430,ЛИТОВКО,ЛИТОВКО,Хабаровский край,Дальневосточная
6357,96440,САНБОЛИ,САНБОЛИ,Хабаровский край,Дальневосточная
6358,96460,ХЕВЧЕН,ХЕВЧЕН,Хабаровский край,Дальневосточная
6359,96480,БОЛОНЬ,БОЛОНЬ,Хабаровский край,Дальневосточная
6360,96510,ЭЛЬБАН,ЭЛЬБАН,Хабаровский край,Дальневосточная
6361,96530,РЗД 303 КМ,РАЗЪЕЗД 303 КМ,Хабаровский край,Дальневосточная
6362,96550,МЫЛКИ,МЫЛКИ,Хабаровский край,Дальневосточная
6363,96570,ПИВАНЬ,ПИВАНЬ,Хабаровский край,Дальневосточная
6364,96580,ГАЙТЕР,ГАЙТЕР,Хабаровский край,Дальневосточная
6365,96590,КАРТЕЛЬ,КАРТЕЛЬ,Хабаровский край,Дальневосточная
6366,96600,СЕЛИХИН,СЕЛИХИН,Хабаровский край,Дальневосточная
6367,96560,ПОНИ,ПОНИ,Хабаровский край,Дальневосточная
6368,96610,КУН,КУН,Хабаровский край,Дальневосточная
6369,96620,ГУРСКОЕ,ГУРСКОЕ,Хабаровский край,Дальневосточная
6370,96630,УКТУР,УКТУР,Хабаровский край,Дальневосточная
6371,96640,КЕНАЙ,КЕНАЙ,Хабаровский край,Дальневосточная
6372,96650,ВЫСОКОГОРНАЯ,ВЫСОКОГОРНАЯ,Хабаровский край,Дальневосточная
6373,96660,КЕНАДА,КЕНАДА,Хабаровский край,Дальневосточная
6374,96670,КОТО,КОТО,Хабаровский край,Дальневосточная
6375,96680,ТУЛУЧИ,ТУЛУЧИ,Хабаровский край,Дальневосточная
6376,96690,АКУР,АКУР,Хабаровский край,Дальневосточная
6377,96700,ТУМНИН,ТУМНИН,Хабаровский край,Дальневосточная
6378,96720,УСТЬ-ОРОЧИ,УСТЬ-ОРОЧИ,Хабаровский край,Дальневосточная
6379,96740,ЛАНДЫШИ,ЛАНДЫШИ,Хабаровский край,Дальневосточная
6380,96730,ДЮАНКА,ДЮАНКА,Хабаровский край,Дальневосточная
6381,96760,ВАНИНО,ВАНИНО,Хабаровский край,Дальневосточная
6382,96770,ВАНИНО-ПЕР,ВАНИНО (ПЕРЕВ.),Хабаровский край,Дальневосточная
6383,96780,ВАНИНО-Э,ВАНИНО (ЭКСП.),Хабаровский край,Дальневосточная
6384,96800,ВИНЕВИТИНО,ВИНЕВИТИНО,Приморский край,Дальневосточная
6385,96810,СОВГАВАНЬ-СОРТ-Э,СОВЕТСКАЯ ГАВАНЬ-СОРТ-ЭКСПОРТ,Хабаровский край,Дальневосточная
6386,96820,СОВГАВАНЬ-СОРТ,СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ,Хабаровский край,Дальневосточная
6387,96830,ДЕСНА,ДЕСНА,Хабаровский край,Дальневосточная
6388,96840,СОВГАВАНЬ-ГОРОД,СОВЕТСКАЯ ГАВАНЬ- ГОРОД,Хабаровский край,Дальневосточная
6389,96850,СОВГАВАНЬ-Г-Э,СОВЕТСКАЯ ГАВАНЬ- ГОРОД-ЭКСПОРТ,Хабаровский край,Дальневосточная
6390,96860,ДЗЕМГИ-Э,ДЗЕМГИ (ЭКСП.),Хабаровский край,Дальневосточная
6391,96870,ДЗЕМГИ,ДЗЕМГИ,Хабаровский край,Дальневосточная
6392,96880,ДЗЕМГИ-ПЕР,ДЗЕМГИ (ПЕРЕВ.),Хабаровский край,Дальневосточная
6393,97000,ХАБАРОВСК II,ХАБАРОВСК II,Хабаровский край,Дальневосточная
6394,97010,НИКОЛАЕВКА,НИКОЛАЕВКА,Еврейская автономная область,Дальневосточная
6395,97020,ПРИАМУРСКАЯ,ПРИАМУРСКАЯ,Еврейская автономная область,Дальневосточная
6396,97030,АМУР,АМУР,Хабаровский край,Дальневосточная
6397,97040,ХАБАРОВСК I,ХАБАРОВСК I,Хабаровский край,Дальневосточная
6398,97050,ХАБАРОВСК I-ПЕР,ХАБАРОВСК I (ПЕРЕВ.),Хабаровский край,Дальневосточная
6399,97060,ХАБАРОВСК-I-Э,ХАБАРОВСК I (ЭКСП.),Хабаровский край,Дальневосточная
6400,97080,ПОКРОВКА-ПР,ПОКРОВКА-ПРИСТАНЬ,Хабаровский край,Дальневосточная
6401,97090,ПОКРОВКА-ПР-П,ПОКРОВКА-ПРИСТАНЬ (ПЕРЕВ.),Хабаровский край,Дальневосточная
6402,97110,КРАСН РЕЧКА,КРАСНАЯ РЕЧКА,Хабаровский край,Дальневосточная
6403,97120,КОРФОВСКАЯ,КОРФОВСКАЯ,Хабаровский край,Дальневосточная
6404,97130,КРУГЛИКОВО,КРУГЛИКОВО,Хабаровский край,Дальневосточная
6405,97140,ВЕРИНО,ВЕРИНО,Хабаровский край,Дальневосточная
6406,97150,ХОР,ХОР,Хабаровский край,Дальневосточная
6407,97190,ВЯЗЕМСКАЯ,ВЯЗЕМСКАЯ,Хабаровский край,Дальневосточная
6408,97210,РОЗЕНГАРТОВКА,РОЗЕНГАРТОВКА,Хабаровский край,Дальневосточная
6409,97220,БИКИН,БИКИН,Хабаровский край,Дальневосточная
6410,97230,ЗВЕНЬЕВОЙ,ЗВЕНЬЕВОЙ,Хабаровский край,Дальневосточная
6411,97250,ЛУЧЕГОРСК,ЛУЧЕГОРСК,Приморский край,Дальневосточная
6412,97270,ГУБЕРОВО,ГУБЕРОВО,Приморский край,Дальневосточная
6413,97280,ДАЛЬНЕРЕЧ I,ДАЛЬНЕРЕЧЕНСК I,Приморский край,Дальневосточная
6414,97380,ДАЛЬНЕРЕЧ II,ДАЛЬНЕРЕЧЕНСК II,Приморский край,Дальневосточная
6415,97330,ЛАЗО,ЛАЗО,Приморский край,Дальневосточная
6416,97360,ФИЛАРЕТОВКА,ФИЛАРЕТОВКА,Приморский край,Дальневосточная
6417,97370,РУЖИНО,РУЖИНО,Приморский край,Дальневосточная
6418,97390,ШМАКОВКА,ШМАКОВКА,Приморский край,Дальневосточная
6419,97400,СУНГАЧ,СУНГАЧ,Приморский край,Дальневосточная
6420,97410,СВИЯГИНО,СВИЯГИНО,Приморский край,Дальневосточная
6421,97430,СПАССК-ДАЛЬН,СПАССК-ДАЛЬНИЙ,Приморский край,Дальневосточная
6422,97440,СТАРЫЙ КЛЮЧ,СТАРЫЙ КЛЮЧ,Приморский край,Дальневосточная
6423,97450,КНОРРИНГ,КНОРРИНГ,Приморский край,Дальневосточная
6424,97460,МУЧНАЯ,МУЧНАЯ,Приморский край,Дальневосточная
6425,97480,СИБИРЦЕВО,СИБИРЦЕВО,Приморский край,Дальневосточная
6426,97500,ЯРОСЛАВ-ПРИМ,ЯРОСЛАВКА-ПРИМОРСКАЯ,Приморский край,Дальневосточная
6427,97510,ЛУЧКИ,ЛУЧКИ,Приморский край,Дальневосточная
6428,97520,ХОРОЛЬСК,ХОРОЛЬСК,Приморский край,Дальневосточная
6429,97530,КАМЕНЬ-РЫБОЛ,КАМЕНЬ-РЫБОЛОВ,Приморский край,Дальневосточная
6430,97550,НОВОКАЧАЛИНСК,НОВОКАЧАЛИНСК,Приморский край,Дальневосточная
6431,97580,РЕТТИХОВКА,РЕТТИХОВКА,Приморский край,Дальневосточная
6432,97590,БУЯНКИ,БУЯНКИ,Приморский край,Дальневосточная
6433,97600,ТИХОРЕЧНОЕ,ТИХОРЕЧНОЕ,Приморский край,Дальневосточная
6434,97610,ЧЕРНЫШЕВКА,ЧЕРНЫШЕВКА,Приморский край,Дальневосточная
6435,97620,АРСЕНЬЕВ,АРСЕНЬЕВ,Приморский край,Дальневосточная
6436,97630,СЫСОЕВКА,СЫСОЕВКА,Приморский край,Дальневосточная
6437,97640,ВАРФОЛОМЕЕВКА,ВАРФОЛОМЕЕВКА,Приморский край,Дальневосточная
6438,97660,НОВОЧУГУЕВКА,НОВОЧУГУЕВКА,Приморский край,Дальневосточная
6439,97680,ОЗЕРНАЯ ПАДЬ,ОЗЕРНАЯ ПАДЬ,Приморский край,Дальневосточная
6440,97690,НОВОШАХТИНСКАЯ,НОВОШАХТИНСКАЯ,Приморский край,Дальневосточная
6441,97700,ДУБИНИНСКИЙ,ДУБИНИНСКИЙ,Приморский край,Дальневосточная
6442,98000,ВЛАДИВОСТОК,ВЛАДИВОСТОК,Приморский край,Дальневосточная
6443,98010,ВЛАДИВОСТ-ПЕР,ВЛАДИВОСТОК (ПЕРЕВ.),Приморский край,Дальневосточная
6444,98020,ВЛАДИВОСТ-Э,ВЛАДИВОСТОК (ЭКСП.),Приморский край,Дальневосточная
6445,98050,ГАЙДАМАК-Э,ГАЙДАМАК (ЭКСП.),Приморский край,Дальневосточная
6446,98060,ГАЙДАМАК,ГАЙДАМАК,Приморский край,Дальневосточная
6447,98070,МЫС ЧУР-ПЕР,МЫС-ЧУРКИН (ПЕРЕВ.),Приморский край,Дальневосточная
6448,98080,МЫС-ЧУРКИН,МЫС-ЧУРКИН,Приморский край,Дальневосточная
6449,98090,МЫС ЧУР-Э,МЫС-ЧУРКИН (ЭКСП.),Приморский край,Дальневосточная
6450,98120,ПЕРВ-РЕЧ-Э,ПЕРВАЯ РЕЧКА (ЭКСП.),Приморский край,Дальневосточная
6451,98130,ПЕРВАЯ РЕЧКА,ПЕРВАЯ РЕЧКА,Приморский край,Дальневосточная
6452,98180,ВТОРАЯ РЕЧКА,ВТОРАЯ РЕЧКА,Приморский край,Дальневосточная
6453,98200,ОКЕАНСКАЯ,ОКЕАНСКАЯ,Приморский край,Дальневосточная
6454,98210,УГОЛЬНАЯ,УГОЛЬНАЯ,Приморский край,Дальневосточная
6455,98220,УГЛОВАЯ,УГЛОВАЯ,Приморский край,Дальневосточная
6456,98240,АРТ-ПРИМI,АРТЕМ-ПРИМОРСКИЙ I,Приморский край,Дальневосточная
6457,98260,АРТ-ПРИМIII,АРТЕМ-ПРИМОРСКИЙ III,Приморский край,Дальневосточная
6458,98270,ШКОТОВО,ШКОТОВО,Приморский край,Дальневосточная
6459,98280,СМОЛЯНИНОВО,СМОЛЯНИНОВО,Приморский край,Дальневосточная
6460,98300,ПЕТРОВКА,ПЕТРОВКА,Приморский край,Дальневосточная
6461,98310,БОЛЬШОЙ КАМЕНЬ,БОЛЬШОЙ КАМЕНЬ,Приморский край,Дальневосточная
6462,98320,СТРЕЛКОВАЯ,СТРЕЛКОВАЯ,Приморский край,Дальневосточная
6463,98340,ДУНАЙ,ДУНАЙ,Приморский край,Дальневосточная
6464,98360,АНИСИМОВКА,АНИСИМОВКА,Приморский край,Дальневосточная
6465,98380,ПАРТИЗАНСК,ПАРТИЗАНСК,Приморский край,Дальневосточная
6466,98390,ВОДОПАДНОЕ,ВОДОПАДНОЕ,Приморский край,Дальневосточная
6467,98400,ЛЕЙТ ГОРДЕЕВ,ЛЕЙТЕНАНТ ГОРДЕЕВ,Приморский край,Дальневосточная
6468,98430,ЛОЗОВЫЙ,ЛОЗОВЫЙ,Приморский край,Дальневосточная
6469,98440,КУЗНЕЦОВО,КУЗНЕЦОВО,Приморский край,Дальневосточная
6470,98450,НАХОДКА,НАХОДКА,Приморский край,Дальневосточная
6471,98460,НАХОДКА-ПЕР,НАХОДКА (ПЕРЕВ.),Приморский край,Дальневосточная
6472,98470,НАХОДКА-Э,НАХОДКА (ЭКСП.),Приморский край,Дальневосточная
6473,98480,НАХОДКА-Э-УГ,НАХОДКА (ЭКСП.) УГОЛЬ,Приморский край,Дальневосточная
6474,98510,РЫБНИКИ-Э,РЫБНИКИ (ЭКСП.),Приморский край,Дальневосточная
6475,98420,ТИХООКЕАНСК,ТИХООКЕАНСКАЯ,Приморский край,Дальневосточная
6476,98530,РЫБНИКИ,РЫБНИКИ,Приморский край,Дальневосточная
6477,98540,КРАБОВАЯ,КРАБОВАЯ,Приморский край,Дальневосточная
6478,98550,КРАБОВАЯ-Э,КРАБОВАЯ (ЭКСП.),Приморский край,Дальневосточная
6479,98560,МЫС АСТАФЬЕВА,МЫС АСТАФЬЕВА,Приморский край,Дальневосточная
6480,98570,МЫС АСТАФ-Э,МЫС АСТАФЬЕВА (ЭКСП.),Приморский край,Дальневосточная
6481,98580,МЫС АСТ-ПЕР,МЫС АСТАФЬЕВА (ПЕРЕВ.),Приморский край,Дальневосточная
6482,98590,НАХОДКА-ВОСТ,НАХОДКА-ВОСТОЧНАЯ,Приморский край,Дальневосточная
6483,98520,ХМЫЛОВСКИЙ,ХМЫЛОВСКИЙ,Приморский край,Дальневосточная
6484,98600,НАХОДКА-В-ПЕР,НАХОДКА-ВОСТОЧНАЯ (ПЕРЕВ.),Приморский край,Дальневосточная
6485,98610,НАХОДКА-ВОСТ-Э,НАХОДКА-ВОСТОЧНАЯ (ЭКСП.),Приморский край,Дальневосточная
6486,98650,НАДЕЖДИНСКАЯ,НАДЕЖДИНСКАЯ,Приморский край,Дальневосточная
6487,98660,ТАВРИЧАНКА,ТАВРИЧАНКА,Приморский край,Дальневосточная
6488,98670,КИПАРИСОВО,КИПАРИСОВО,Приморский край,Дальневосточная
6489,98680,РАЗДОЛЬНОЕ,РАЗДОЛЬНОЕ,Приморский край,Дальневосточная
6490,98690,БЛЮХЕР-Э,БЛЮХЕР (ЭКСП.),Приморский край,Дальневосточная
6491,98700,ХАСАН,ХАСАН,Приморский край,Дальневосточная
6492,98710,ХАСАН-Э,ХАСАН (ЭКСП.),Приморский край,Дальневосточная
6493,98720,СУХАНОВКА-Э,СУХАНОВКА (ЭКСП.),Приморский край,Дальневосточная
6494,98730,СУХАНОВКА,СУХАНОВКА,Приморский край,Дальневосточная
6495,98740,МАХАЛИНО,МАХАЛИНО,Приморский край,Дальневосточная
6496,98750,ГВОЗДЕВО,ГВОЗДЕВО,Приморский край,Дальневосточная
6497,98770,ПОСЬЕТ,ПОСЬЕТ,Приморский край,Дальневосточная
6498,98780,ПОСЬЕТ-Э,ПОСЬЕТ (ЭКСП.),Приморский край,Дальневосточная
6499,98790,БЛЮХЕР,БЛЮХЕР,Приморский край,Дальневосточная
6500,98800,КЕДРОВЫЙ,КЕДРОВЫЙ,Приморский край,Дальневосточная
6501,98810,ПРИМОРСКАЯ,ПРИМОРСКАЯ,Приморский край,Дальневосточная
6502,98830,УССУРИЙСК,УССУРИЙСК,Приморский край,Дальневосточная
6503,98840,БАРАНОВСКИЙ,БАРАНОВСКИЙ,Приморский край,Дальневосточная
6504,98870,ВОЗДВИЖЕНСКИЙ,ВОЗДВИЖЕНСКИЙ,Приморский край,Дальневосточная
6505,98880,ГОЛЕНКИ,ГОЛЕНКИ,Приморский край,Дальневосточная
6506,98890,ЛИПОВЦЫ,ЛИПОВЦЫ,Приморский край,Дальневосточная
6507,98900,ПРЖЕВАЛЬСКАЯ,ПРЖЕВАЛЬСКАЯ,Приморский край,Дальневосточная
6508,98920,ГРОДЕКОВО,ГРОДЕКОВО,Приморский край,Дальневосточная
6509,98930,ГРОДЕКОВО КИТ,ГРОДЕКОВО (КИТАЙ),Приморский край,Дальневосточная
6510,98940,ГРОДЕКОВО КОР,ГРОДЕКОВО (КОРЕЯ),Приморский край,Дальневосточная
6511,99000,КОРСАКОВ,КОРСАКОВ,Сахалинская область,Дальневосточная
6512,99010,КОРСАКОВ-ПЕР,КОРСАКОВ (ПЕРЕВ.),Сахалинская область,Дальневосточная
6513,99020,КОРСАКОВ-Э,КОРСАКОВ (ЭКСП.),Сахалинская область,Дальневосточная
6514,99060,ХРИСТОФОРОВКА,ХРИСТОФОРОВКА,Сахалинская область,Дальневосточная
6515,99070,ЮЖНО-САХАЛИНСК,ЮЖНО-САХАЛИНСК,Сахалинская область,Дальневосточная
6516,99110,ЮЖНО-САХ-ГР,ЮЖНО-САХАЛИНСК-ГРУЗОВОЙ,Сахалинская область,Дальневосточная
6517,99120,НОВОАЛЕКСАНДРОВКА,НОВОАЛЕКСАНДРОВКА,Сахалинская область,Дальневосточная
6518,99150,СОКОЛ,СОКОЛ,Сахалинская область,Дальневосточная
6519,99200,ДОЛИНСК,ДОЛИНСК,Сахалинская область,Дальневосточная
6520,99240,СОВЕТСКОЕ-САХ,СОВЕТСКОЕ-САХАЛИНСКОЕ,Сахалинская область,Дальневосточная
